"patch_W [mm]","Freq [GHz]","S(1,1) []"
2.5,30.5625,-0.154200875482868 + 0.895915202732575i
2.5,30.625,-0.115041986777898 + 0.900643767142529i
2.5,30.6875,-0.0757009710655795 + 0.903633261911789i
2.5,30.75,-0.0362564609456326 + 0.904873174544342i
2.5,30.8125,0.00321209603750982 + 0.904356612836038i
2.5,30.875,0.0426246096190711 + 0.902080374535444i
2.5,30.9375,0.0819005252108028 + 0.898045008183301i
2.5,31,0.120959007951793 + 0.892254864550832i
2.5,31.0625,0.159719131835194 + 0.88471813813314i
2.5,31.125,0.198100073276158 + 0.875446898196417i
2.5,31.1875,0.236021308432992 + 0.864457108926728i
2.5,31.25,0.27340281354456 + 0.851768638283364i
2.5,31.3125,0.310165267503151 + 0.837405255220709i
2.5,31.375,0.346230255843707 + 0.821394615009023i
2.5,31.4375,0.381520475299032 + 0.803768232455422i
2.5,31.5,0.415959938045658 + 0.784561442901656i
2.5,31.5625,0.449474174748537 + 0.763813350953582i
2.5,31.625,0.481990435503803 + 0.741566766978172i
2.5,31.6875,0.513437887778767 + 0.717868131486291i
2.5,31.75,0.543747810456822 + 0.692767427602506i
2.5,31.8125,0.572853783112427 + 0.666318081905831i
2.5,31.875,0.600691869667904 + 0.638576854006357i
2.5,31.9375,0.627200795619051 + 0.609603715301429i
2.5,32,0.652322118060561 + 0.579461717430161i
2.5,32.0625,0.676000387794675 + 0.548216851015484i
2.5,32.125,0.698183302866503 + 0.51593789534804i
2.5,32.1875,0.718821852936926 + 0.482696259724703i
2.5,32.25,0.737870453978001 + 0.448565817205536i
2.5,32.3125,0.755287072855378 + 0.413622731596212i
2.5,32.375,0.771033341446947 + 0.377945278496861i
2.5,32.4375,0.785074660035316 + 0.34161366128319i
2.5,32.5,0.797380289803014 + 0.304709822900513i
2.5,32.5625,0.807923434352447 + 0.26731725435578i
2.5,32.625,0.816681310266262 + 0.229520800786769i
2.5,32.6875,0.823635206816957 + 0.191406465970967i
2.5,32.75,0.828770535026088 + 0.153061216109179i
2.5,32.8125,0.832076866362057 + 0.114572783681217i
2.5,32.875,0.833547961450154 + 0.0760294721226703i
2.5,32.9375,0.833181789248141 + 0.0375199620135561i
2.5,33,0.83098053721413 - 0.000866880598102882i
2.5,33.0625,0.826950613059777 - 0.0390421931916119i
2.5,33.125,0.821102638739985 - 0.0769173026269517i
2.5,33.1875,0.813451437379279 - 0.114403907488384i
2.5,33.25,0.804016013874239 - 0.151414256650547i
2.5,33.3125,0.792819529939518 - 0.18786132390579i
2.5,33.375,0.779889274381852 - 0.223658978603139i
2.5,33.4375,0.765256629390772 - 0.258722152365579i
2.5,33.5,0.748957033626142 - 0.292967002072265i
2.5,33.5625,0.731029942860273 - 0.326311069414588i
2.5,33.625,0.711518788895535 - 0.358673437459119i
2.5,33.6875,0.690470937426531 - 0.389974884774829i
2.5,33.75,0.66793764544811 - 0.420138037805748i
2.5,33.8125,0.643974018726321 - 0.44908752229193i
2.5,33.875,0.618638969747864 - 0.476750114659958i
2.5,33.9375,0.591995176444195 - 0.50305489441757i
2.5,34,0.564109041848119 - 0.527933398693859i
2.5,34.0625,0.535050654683022 - 0.551319780164526i
2.5,34.125,0.504893750706866 - 0.573150969689087i
2.5,34.1875,0.473715674434074 - 0.593366845060923i
2.5,34.25,0.441597340637946 - 0.61191040732876i
2.5,34.3125,0.408623194793756 - 0.628727966186418i
2.5,34.375,0.374881171357905 - 0.643769335942516i
2.5,34.4375,0.340462648491746 - 0.656988043569126i
2.5,34.5,0.305462397530471 - 0.66834155028313i
2.5,34.5625,0.269978525168538 - 0.677791488031126i
2.5,34.625,0.234112405986246 - 0.685303912121836i
2.5,34.6875,0.197968602579177 - 0.690849571072825i
2.5,34.75,0.16165477017797 - 0.694404194503873i
2.5,34.8125,0.125281542265495 - 0.695948799609999i
2.5,34.875,0.0889623933191052 - 0.69547001637543i
2.5,34.9375,0.0528134744362766 - 0.692960431238068i
2.5,35,0.0169534172539622 - 0.688418948374742i
2.5,35.0625,-0.0184968987407483 - 0.681851167144294i
2.5,35.125,-0.0534146206725012 - 0.673269773492749i
2.5,35.1875,-0.0876752438660137 - 0.662694942288976i
2.5,35.25,-0.121152986011929 - 0.650154746619342i
2.5,35.3125,-0.153721219340005 - 0.63568556902824i
2.5,35.375,-0.185252966061866 - 0.619332508555193i
2.5,35.4375,-0.215621462002218 - 0.601149776200485i
2.5,35.5,-0.244700792786675 - 0.581201070169321i
2.5,35.5625,-0.272366606164828 - 0.559559920925704i
2.5,35.625,-0.29849690298866 - 0.536309994767121i
2.5,35.6875,-0.322972908011546 - 0.511545343354528i
2.5,35.75,-0.345680020000309 - 0.48537058545396i
2.5,35.8125,-0.366508838648518 - 0.457901006131291i
2.5,35.875,-0.385356263441215 - 0.429262557864661i
2.5,35.9375,-0.40212665696186 - 0.399591747582259i
2.5,36,-0.416733062181924 - 0.369035393584682i
2.5,36.0625,-0.42909846008354 - 0.337750236761201i
2.5,36.125,-0.439157050611367 - 0.305902391546098i
2.5,36.1875,-0.446855536532149 - 0.273666623764138i
2.5,36.25,-0.452154386426154 - 0.241225444948217i
2.5,36.3125,-0.455029049895564 - 0.208768015919069i
2.5,36.375,-0.455471095323794 - 0.176488856407689i
2.5,36.4375,-0.453489238345111 - 0.144586362248959i
2.5,36.5,-0.44911022778121 - 0.113261137106982i
2.5,36.5625,-0.442379555361753 - 0.0827141516858755i
2.5,36.625,-0.433361956243354 - 0.0531447497589603i
2.5,36.6875,-0.42214166931784 - 0.024748526887067i
2.5,36.75,-0.40882242965032 + 0.00228488587956307i
2.5,36.8125,-0.393527170143079 + 0.0277740950198994i
2.5,36.875,-0.376397415640845 + 0.0515482307354114i
2.5,36.9375,-0.357592360052071 + 0.0734491986040021i
2.5,37,-0.337287625449354 + 0.09333384620339i
2.5,37.0625,-0.315673711237333 + 0.111075993091498i
2.5,37.125,-0.29295415097405 + 0.126568273262011i
2.5,37.1875,-0.269343403883206 + 0.139723741883181i
2.5,37.25,-0.245064517051293 + 0.150477202780001i
2.5,37.3125,-0.220346602315222 + 0.158786219623445i
2.5,37.375,-0.195422178492139 + 0.164631781922577i
2.5,37.4375,-0.1705244345234 + 0.168018606348883i
2.5,37.5,-0.145884472026811 + 0.168975064244964i
2.5,37.5625,-0.121728586511409 + 0.167552736909976i
2.5,37.625,-0.0982756450657349 + 0.163825610912167i
2.5,37.6875,-0.0757346147672864 + 0.157888935760417i
2.5,37.75,-0.0543022905796735 + 0.149857775317223i
2.5,37.8125,-0.0341612644095404 + 0.139865291969249i
2.5,37.875,-0.0154781686707614 + 0.12806080849514i
2.5,37.9375,0.00159778141745466 + 0.114607696598264i
2.5,38,0.0169359320372635 + 0.0996811431327701i
2.5,38.0625,0.0304250160911719 + 0.0834658451841351i
2.5,38.125,0.0419736631114192 + 0.0661536835092964i
2.5,38.1875,0.0515106052691679 + 0.047941420618014i
2.5,38.25,0.0589845979203152 + 0.029028465267852i
2.5,38.3125,0.0643640787671135 + 0.00961473966874996i
2.5,38.375,0.0676365939769787 - 0.0101013204191642i
2.5,38.4375,0.0688080224663709 - 0.0299246089358884i
2.5,38.5,0.0679016310834177 - 0.0496650188019292i
2.5,38.5625,0.0649569937201748 - 0.0691389261093478i
2.5,38.625,0.0600288066082679 - 0.0881704838512991i
2.5,38.6875,0.053185630381373 - 0.106592724956232i
2.5,38.75,0.0445085871186011 - 0.124248478817298i
2.5,38.8125,0.0340900377083597 - 0.140991109161453i
2.5,38.875,0.0220322616767847 - 0.156685083972946i
2.5,38.9375,0.0084461582750393 - 0.171206390295109i
2.5,39,-0.00655001574065828 - 0.184442808133332i
2.5,39.0625,-0.0228318594546904 - 0.196294058441604i
2.5,39.125,-0.0402699831333421 - 0.206671840378876i
2.5,39.1875,-0.0587310992149118 - 0.215499772759654i
2.5,39.25,-0.0780790450722012 - 0.222713253986724i
2.5,39.3125,-0.0981757358038763 - 0.228259253830258i
2.5,39.375,-0.118882047099495 - 0.232096049288308i
2.5,39.4375,-0.140058629672615 - 0.234192915501539i
2.5,39.5,-0.1615666578842 - 0.234529781363514i
2.5,39.5625,-0.18326851600847 - 0.233096858120382i
2.5,39.625,-0.205028426154718 - 0.229894247933916i
2.5,39.6875,-0.226713022183343 - 0.224931538124167i
2.5,39.75,-0.24819187407529 - 0.218227385638394i
2.5,39.8125,-0.269337967164342 - 0.209809095230055i
2.5,39.875,-0.290028140452433 - 0.199712193887784i
2.5,39.9375,-0.310143487929385 - 0.187980003236096i
2.5,40,-0.329569726437112 - 0.174663210939689i
2.5,40.0625,-0.348197533179535 - 0.159819441580149i
2.5,40.125,-0.365922855504992 - 0.143512827033916i
2.5,40.1875,-0.382647195097506 - 0.12581357605714i
2.5,40.25,-0.398277868223896 - 0.106797542568617i
2.5,40.3125,-0.412728243209897 - 0.0865457920073994i
2.5,40.375,-0.425917955872623 - 0.0651441651167892i
2.5,40.4375,-0.437773103229314 - 0.0426828385604112i
2.5,40.5,-0.448226415441463 - 0.0192558818982574i
2.5,40.5625,-0.457217405645877 + 0.0050391893707888i
2.5,40.625,-0.464692497074723 + 0.0301018647694572i
2.5,40.6875,-0.470605126678379 + 0.0558290936173948i
2.5,40.75,-0.474915824339472 + 0.082115743152331i
2.5,40.8125,-0.477592266704281 + 0.108855059236089i
2.5,40.875,-0.47860930465702 + 0.135939128590239i
2.5,40.9375,-0.477948963521303 + 0.163259341221055i
2.5,41,-0.47560041518705 + 0.190706851425347i
2.5,41.0625,-0.471559921525538 + 0.218173035526609i
2.5,41.125,-0.465830748664062 + 0.24554994428189i
2.5,41.1875,-0.458423051937904 + 0.272730747729799i
2.5,41.25,-0.449353731613452 + 0.29961017012435i
2.5,41.3125,-0.438646259774198 + 0.326084912521426i
2.5,41.375,-0.426330479072501 + 0.352054060556732i
2.5,41.4375,-0.412442374365976 + 0.377419474977232i
2.5,41.5,-0.397023818569536 + 0.40208616256176i
2.5,41.5625,-0.380122294354505 + 0.425962625188708i
2.5,41.625,-0.361790593607115 + 0.448961184976739i
2.5,41.6875,-0.342086496813228 + 0.470998283633887i
2.5,41.75,-0.321072434758305 + 0.491994754396067i
2.5,41.8125,-0.298815135116504 + 0.511876065212002i
2.5,41.875,-0.275385256646332 + 0.530572532131311i
2.5,41.9375,-0.250857013810076 + 0.548019502168765i
2.5,42,-0.225307794688604 + 0.564157505243598i
2.5,42.0625,-0.198817775071909 + 0.578932375120828i
2.5,42.125,-0.171469531569975 + 0.592295339604955i
2.5,42.1875,-0.143347656510019 + 0.604203080548528i
2.5,42.25,-0.114538377267853 + 0.614617764532928i
2.5,42.3125,-0.0851291825270659 + 0.623507045350976i
2.5,42.375,-0.0552084577740239 + 0.630844039666138i
2.5,42.4375,-0.0248651321246325 + 0.636607277437574i
2.5,42.5,0.0058116616544377 + 0.640780628881286i
2.5,42.5625,0.0367329123163487 + 0.643353209883505i
2.5,42.625,0.0678100391417492 + 0.644319267892212i
2.5,42.6875,0.0989551836925962 + 0.643678050386474i
2.5,42.75,0.130081483484612 + 0.641433658061716i
2.5,42.8125,0.161103327009159 + 0.637594884873874i
2.5,42.875,0.191936589783989 + 0.632175047058494i
2.5,42.9375,0.222498851348036 + 0.625191803185047i
2.5,43,0.252709593334349 + 0.616666967224993i
2.5,43.0625,0.282490378955353 + 0.606626316507772i
2.5,43.125,0.311765014413479 + 0.595099396315463i
2.5,43.1875,0.340459692906652 + 0.582119322727836i
2.5,43.25,0.368503122030954 + 0.56772258517868i
2.5,43.3125,0.395826635492177 + 0.551948850024837i
2.5,43.375,0.422364290123402 + 0.534840766264955i
2.5,43.4375,0.448052949268348 + 0.5164437743785i
2.5,43.5,0.472832353630535 + 0.496805919089972i
2.5,43.5625,0.496645180707666 + 0.47597766670123i
2.5,43.625,0.51943709393054 + 0.454011727478555i
2.5,43.6875,0.541156782607804 + 0.430962883432523i
2.5,43.75,0.561755993743846 + 0.406887821689798i
2.5,43.8125,0.581189556748891 + 0.381844973527656i
2.5,43.875,0.599415401999852 + 0.355894359025865i
2.5,43.9375,0.616394574139789 + 0.3290974371868i
2.5,44,0.632091240924519 + 0.30151696128451i
2.5,44.0625,0.646472698339177 + 0.273216839126609i
2.5,44.125,0.659509372617146 + 0.244261997849794i
2.5,44.1875,0.671174819700109 + 0.214718252820346i
2.5,44.25,0.68144572258318 + 0.18465218017472i
2.5,44.3125,0.690301886894165 + 0.1541309925121i
2.5,44.375,0.697726234962773 + 0.123222417239828i
2.5,44.4375,0.703704798545023 + 0.0919945770734189i
2.5,44.5,0.708226710281561 + 0.0605158722046032i
2.5,44.5625,0.711284193887066 + 0.0288548636726618i
2.5,44.625,0.712872552992324 - 0.00291984249464965i
2.5,44.6875,0.712990158491674 - 0.0347397107648783i
2.5,44.75,0.711638434187192 - 0.0665363915573495i
2.5,44.8125,0.708821840467558 - 0.0982418369673601i
2.5,44.875,0.704547855714711 - 0.129788416995503i
2.5,44.9375,0.698826955095329 - 0.161109036457616i
2.5,45,0.691672586367178 - 0.192137252686231i
2.5,45.0625,0.683101142312558 - 0.222807394067785i
2.5,45.125,0.673131929402334 - 0.253054679392927i
2.5,45.1875,0.661787132294447 - 0.282815337930307i
2.5,45.25,0.649091773779844 - 0.312026730069134i
2.5,45.3125,0.635073669806314 - 0.34062746831297i
2.5,45.375,0.619763379236189 - 0.368557538347992i
2.5,45.4375,0.60319414802673 - 0.395758419853911i
2.5,45.5,0.585401847561492 - 0.422173206676203i
2.5,45.5625,0.566424906906511 - 0.447746725934298i
2.5,45.625,0.546304238815634 - 0.472425655603254i
2.5,45.6875,0.525083159363991 - 0.496158640076276i
2.5,45.75,0.502807301146476 - 0.518896403192715i
2.5,45.8125,0.479524520037992 - 0.540591858201361i
2.5,45.875,0.45528479557314 - 0.561200214121746i
2.5,45.9375,0.430140125063948 - 0.580679077966933i
2.5,46,0.404144411633635 - 0.59898855229968i
2.5,46.0625,0.377353346401603 - 0.61609132760919i
2.5,46.125,0.349824285108191 - 0.631952769017253i
2.5,46.1875,0.321616119515912 - 0.646540996848944i
2.5,46.25,0.292789143966103 - 0.659826960631319i
2.5,46.3125,0.263404917504389 - 0.671784506109322i
2.5,46.375,0.233526122016219 - 0.682390434881671i
2.5,46.4375,0.203216416840611 - 0.691624556242125i
2.5,46.5,0.172540290382451 - 0.699469730725427i
2.5,46.5625,0.141562909412512 - 0.705911904634684i
2.5,46.625,0.110349967329928 - 0.710940134395234i
2.5,46.6875,0.078967534537109 - 0.714546599164627i
2.5,46.75,0.0474819190873669 - 0.716726601920025i
2.5,46.8125,0.0159595530055413 - 0.717478572927879i
2.5,46.875,-0.0155331013371834 - 0.716804130140829i
2.5,46.9375,-0.0469297573851808 - 0.714708235303757i
2.5,47,-0.0781647519860734 - 0.711199175041751i
2.5,47.0625,-0.109173263680001 - 0.706288151271227i
2.5,47.125,-0.139891094061597 - 0.699989129830229i
2.5,47.1875,-0.170254676876349 - 0.692319051653056i
2.5,47.25,-0.2002013345029 - 0.683297907067808i
2.5,47.3125,-0.229669497454268 - 0.672948663107535i
2.5,47.375,-0.25859885890345 - 0.661297170283999i
2.5,47.4375,-0.286930504916909 - 0.648372078957915i
2.5,47.5,-0.314607038219374 - 0.63420476028015i
2.5,47.5625,-0.34157269919049 - 0.618829225963321i
2.5,47.625,-0.367773484018702 - 0.602282044129314i
2.5,47.6875,-0.393157259368676 - 0.584602249975226i
2.5,47.75,-0.417673872994068 - 0.565831250301795i
2.5,47.8125,-0.441275259911403 - 0.546012720382286i
2.5,47.875,-0.463915544225013 - 0.525192489893836i
2.5,47.9375,-0.485551138603573 - 0.503418410299347i
2.5,48,-0.506140851650121 - 0.480740185555877i
2.5,48.0625,-0.525646049888863 - 0.457209125239493i
2.5,48.125,-0.544031083764703 - 0.432877768524194i
2.5,48.1875,-0.561264763041664 - 0.407799788765154i
2.5,48.25,-0.577322721347462 - 0.382034189355064i
2.5,48.3125,-0.592174942978058 - 0.355652271329534i
2.5,48.375,-0.60577997479374 - 0.328709721131259i
2.5,48.4375,-0.618118781955719 - 0.301254809634453i
2.5,48.5,-0.62917822524979 - 0.273348740491882i
2.5,48.5625,-0.63894384453163 - 0.245055357117609i
2.5,48.625,-0.647402947421005 - 0.216438329213146i
2.5,48.6875,-0.654545756043313 - 0.1875613102167i
2.5,48.75,-0.66036566296035 - 0.158488059766631i
2.5,48.8125,-0.664859290057075 - 0.129282406419598i
2.5,48.875,-0.668026504697829 - 0.100008134832713i
2.5,48.9375,-0.669870423043553 - 0.0707288400071003i
2.5,49,-0.670397405365551 - 0.0415077660581878i
2.5,49.0625,-0.669617043298741 - 0.0124076369161806i
2.5,49.125,-0.667542138192581 + 0.0165095175327951i
2.5,49.1875,-0.664188669752318 + 0.0451825378892904i
2.5,49.25,-0.659575754338553 + 0.0735513128996406i
2.5,49.3125,-0.653725592488274 + 0.101556957190748i
2.5,49.375,-0.646663405438035 + 0.129141988002145i
2.5,49.4375,-0.638417360709281 + 0.156250499830492i
2.5,49.5,-0.62901848722978 + 0.182828335878372i
2.5,49.5625,-0.618500581155477 + 0.208823255214293i
2.5,49.625,-0.606900104825369 + 0.234185094722563i
2.5,49.6875,-0.594256083813604 + 0.258865925598779i
2.5,49.75,-0.580610012477195 + 0.282820206468732i
2.5,49.8125,-0.56600579079513 + 0.306004943211662i
2.5,49.875,-0.550489744538763 + 0.328379894878852i
2.5,49.9375,-0.534110845031738 + 0.349907982583149i
2.5,50,-0.516921294815905 + 0.37055657353437i
2.6,25,0.640368386275849 - 0.689487762016141i
2.6,25.0625,0.610971007494595 - 0.715603938267512i
2.6,25.125,0.580535506759935 - 0.740457925099355i
2.6,25.1875,0.549115069700768 - 0.764009445811118i
2.6,25.25,0.516764429804409 - 0.786220336509775i
2.6,25.3125,0.483539796113993 - 0.807054614154812i
2.6,25.375,0.449498776264626 - 0.826478542810979i
2.6,25.4375,0.414700294906424 - 0.844460697631325i
2.6,25.5,0.379204507614403 - 0.86097202610417i
2.6,25.5625,0.343072710434567 - 0.875985906114081i
2.6,25.625,0.306367245262251 - 0.8894782003878i
2.6,25.6875,0.269151401292203 - 0.90142730692159i
2.6,25.75,0.231489312819635 - 0.911814205015821i
2.6,25.8125,0.193445853707419 - 0.920622496575599i
2.6,25.875,0.155086528866293 - 0.927838442372243i
2.6,25.9375,0.116477363122059 - 0.9334509929991i
2.6,26,0.0776847878664274 - 0.93745181429586i
2.6,26.0625,0.0387755259058308 - 0.939835307057853i
2.6,26.125,-0.000183525064484748 - 0.940598620890085i
2.6,26.1875,-0.0391254099257201 - 0.939741662109581i
2.6,26.25,-0.077983234101635 - 0.937267095643345i
2.6,26.3125,-0.116690281588471 - 0.933180340912455i
2.6,26.375,-0.155180132617743 - 0.927489561734917i
2.6,26.4375,-0.193386780531533 - 0.920205650320514i
2.6,26.5,-0.231244747464473 - 0.911342205469465i
2.6,26.5625,-0.268689198445026 - 0.90091550512294i
2.6,26.625,-0.305656053550763 - 0.88894447344688i
2.6,26.6875,-0.342082097777099 - 0.875450642660959i
2.6,26.75,-0.377905088307134 - 0.860458109851398i
2.6,26.8125,-0.41306385889981 - 0.843993489029825i
2.6,26.875,-0.447498421145918 - 0.826085858719811i
2.6,26.9375,-0.481150062374442 - 0.806766705368521i
2.6,27,-0.513961440026174 - 0.786069862892462i
2.6,27.0625,-0.545876672346071 - 0.764031448674125i
2.6,27.125,-0.576841425280575 - 0.740689796329955i
2.6,27.1875,-0.60680299550049 - 0.716085385569908i
2.6,27.25,-0.635710389503387 - 0.690260769464935i
2.6,27.3125,-0.663514398781837 - 0.66326049943113i
2.6,27.375,-0.690167671074427 - 0.635131048228323i
2.6,27.4375,-0.715624777745293 - 0.605920731256718i
2.6,27.5,-0.739842277364307 - 0.575679626418201i
2.6,27.5625,-0.762778775584247 - 0.544459492789148i
2.6,27.625,-0.784394981432341 - 0.51231368832972i
2.6,27.6875,-0.804653760152046 - 0.479297086830571i
2.6,27.75,-0.823520182746056 - 0.44546599427238i
2.6,27.8125,-0.840961572383515 - 0.410878064746771i
2.6,27.875,-0.856947547843092 - 0.37559221605934i
2.6,27.9375,-0.87145006416881 - 0.339668545107206i
2.6,28,-0.884443450717404 - 0.303168243094997i
2.6,28.0625,-0.895904446774472 - 0.266153510624685i
2.6,28.125,-0.905812234911815 - 0.22868747266685i
2.6,28.1875,-0.91414847225025 - 0.190834093393863i
2.6,28.25,-0.920897319780858 - 0.152658090829643i
2.6,28.3125,-0.926045469883401 - 0.114224851245938i
2.6,28.375,-0.929582172163348 - 0.0756003432128666i
2.6,28.4375,-0.931499257709172 - 0.0368510311904352i
2.6,28.5,-0.931791161849173 + 0.00195621147027442i
2.6,28.5625,-0.93045494546249 + 0.0407541902632881i
2.6,28.625,-0.927490314872359 + 0.0794754781612418i
2.6,28.6875,-0.92289964032131 + 0.118052505315953i
2.6,28.75,-0.916687972998198 + 0.156417650002387i
2.6,28.8125,-0.908863060556034 + 0.194503330985655i
2.6,28.875,-0.899435361027795 + 0.232242101490293i
2.6,28.9375,-0.88841805501518 + 0.269566744947071i
2.6,29,-0.875827055992891 + 0.306410372684927i
2.6,29.0625,-0.861681018538925 + 0.342706523723944i
2.6,29.125,-0.846001344269861 + 0.378389266809942i
2.6,29.1875,-0.82881218522968 + 0.413393304811922i
2.6,29.25,-0.810140444451653 + 0.447654081580413i
2.6,29.3125,-0.790015773385621 + 0.481107891337983i
2.6,29.375,-0.768470565858138 + 0.513691990642489i
2.6,29.4375,-0.7455399482107 + 0.545344712929594i
2.6,29.5,-0.721261765242176 + 0.576005585603728i
2.6,29.5625,-0.695676561566005 + 0.605615449606122i
2.6,29.625,-0.668827557981015 + 0.634116581345312i
2.6,29.6875,-0.640760622447431 + 0.661452816829789i
2.6,29.75,-0.611524235256849 + 0.687569677794749i
2.6,29.8125,-0.581169447987511 + 0.712414499565328i
2.6,29.875,-0.549749835843524 + 0.735936560348482i
2.6,29.9375,-0.517321442990221 + 0.758087211594227i
2.6,30,-0.483942720516641 + 0.778820009016028i
2.6,30.0625,-0.449674456681076 + 0.798090843809567i
2.6,30.125,-0.414579699126553 + 0.815858073559844i
2.6,30.1875,-0.378723668790145 + 0.832082652279255i
2.6,30.25,-0.34217366527279 + 0.846728258974806i
2.6,30.3125,-0.304998963485143 + 0.859761424101285i
2.6,30.375,-0.267270701439273 + 0.871151653220242i
